Elements, fc_18_0, fc_18_1, fcio_18_0, fcio_18_1, wn_18_0, wn_18_1,wnio_18_0, wnio_18_1,mpi_n2_18_0,mpi_n2_18_1,mpi_n4_18_0,mpi_n4_18_1
5235,0.181428,0.184854,0.152473,0.165768,0.215866,0.213598,0.196267,0.20196,0.273713,0.28474,0.205263,0.21294
5235,0.181568,0.184846,0.152889,0.166064,0.215813,0.213591,0.196523,0.202429,0.274675,0.284378,0.20547,0.212777
5235,0.181667,0.184846,0.152154,0.165617,0.215847,0.213649,0.196244,0.202056,0.273715,0.28394,0.206553,0.210942
5235,0.181602,0.184879,0.153043,0.165366,0.215802,0.213618,0.196684,0.202027,0.273693,0.283728,0.206731,0.212704
5235,0.18144,0.184894,0.1527,0.165292,0.215846,0.213634,0.196259,0.201866,0.273669,0.284059,0.206802,0.212868
5235,0.181643,0.184924,0.152939,0.165408,0.215854,0.213606,0.196615,0.202223,0.273522,0.283959,0.206707,0.212588
5235,0.18154,0.184854,0.15242,0.165369,0.21583,0.213599,0.196348,0.20213,0.27364,0.284101,0.206332,0.211483
5235,0.181573,0.184802,0.153536,0.165328,0.215853,0.213651,0.196439,0.201786,0.273586,0.283773,0.206677,0.212927
5235,0.181562,0.184901,0.153084,0.166028,0.215875,0.213632,0.196294,0.202313,0.273515,0.284159,0.205789,0.212929
5235,0.181584,0.185698,0.153362,0.165361,0.215902,0.213632,0.196388,0.202224,0.273657,0.283816,0.205056,0.21241
5235,0.181556,0.184844,0.152409,0.165373,0.215976,0.213657,0.19656,0.202261,0.273666,0.284363,0.206909,0.212329
5235,0.181491,0.18487,0.152939,0.165134,0.215856,0.213603,0.196321,0.202009,0.273635,0.28412,0.206919,0.212775
5235,0.181526,0.184865,0.152281,0.165088,0.21591,0.21358,0.196403,0.20226,0.273558,0.28394,0.205936,0.210943
5235,0.181588,0.184847,0.153021,0.165174,0.215855,0.213634,0.196629,0.202555,0.273854,0.283956,0.206939,0.212819
5235,0.181502,0.184902,0.15289,0.165255,0.215786,0.21361,0.196907,0.202443,0.273534,0.284131,0.206685,0.212903
5235,0.181429,0.184858,0.153193,0.16513,0.215889,0.213593,0.196931,0.20195,0.273666,0.284046,0.20594,0.212786
5235,0.181573,0.184883,0.152885,0.165122,0.215853,0.213628,0.197008,0.202422,0.273695,0.283899,0.206659,0.211048
5235,0.18166,0.184831,0.153133,0.164994,0.215854,0.213621,0.196964,0.202154,0.273874,0.283627,0.206978,0.211059
5235,0.181586,0.184877,0.152932,0.165026,0.21586,0.213608,0.197073,0.201996,0.273681,0.284224,0.205081,0.212614
5235,0.181524,0.184866,0.152732,0.165089,0.215872,0.213646,0.196838,0.20184,0.273754,0.28382,0.207128,0.210976
5235,0.181578,0.184878,0.15289,0.165081,0.215871,0.213613,0.197045,0.202493,0.273762,0.284046,0.206521,0.211066
5235,0.181319,0.184896,0.152194,0.165173,0.215819,0.21363,0.196431,0.202445,0.273918,0.283694,0.207158,0.213036
5235,0.181533,0.184857,0.152984,0.165082,0.215853,0.213616,0.196868,0.202529,0.273746,0.284069,0.206372,0.211208
